batter_id,batter_name,date,opposing_team,avg1,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,avg2,year
48,김용의,6.13,NC,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,2018
48,김용의,6.15,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,2018
48,김용의,6.16,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,2018
48,김용의,6.17,KIA,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0.234,2018
48,김용의,6.19,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,2018
48,김용의,6.21,한화,0.000,1,1,0,0,0,0,0,1,0,1,0,0,1,0.231,2018
48,김용의,6.22,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.228,2018
48,김용의,6.23,롯데,0.500,2,2,1,0,0,0,0,1,0,2,0,0,0,0.235,2018
48,김용의,6.24,롯데,0.200,5,0,1,0,0,0,1,0,0,0,0,1,0,0.233,2018
48,김용의,6.27,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,2018
48,김용의,6.29,SK,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,7.03,NC,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,7.04,NC,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.06,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.07,KIA,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.08,KIA,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.1,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.11,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.17,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,7.18,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.222,2018
48,김용의,7.19,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222,2018
48,김용의,7.2,두산,0.333,3,0,1,0,0,0,0,1,0,0,0,2,0,0.226,2018
48,김용의,7.24,삼성,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0.234,2018
48,김용의,7.25,삼성,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0.234,2018
48,김용의,7.26,삼성,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.234,2018
48,김용의,7.27,KT,0.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0.229,2018
48,김용의,7.29,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,2018
48,김용의,8.01,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,2018
48,김용의,8.04,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,2018
48,김용의,8.05,SK,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.227,2018
48,김용의,8.08,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,8.09,삼성,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,8.1,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,8.11,넥센,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0.224,2018
48,김용의,8.12,넥센,0.400,5,0,2,1,0,0,0,0,0,0,0,1,0,0.233,2018
48,김용의,8.14,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,2018
48,김용의,8.15,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,2018
48,김용의,8.16,SK,0.000,1,1,0,0,0,0,0,0,0,1,0,0,0,0.231,2018
48,김용의,9.04,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,2018
48,김용의,9.05,KT,0.000,4,0,0,0,0,0,0,0,0,0,0,0,0,0.222,2018
48,김용의,9.06,NC,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22,2018
48,김용의,9.07,NC,0.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,9.08,한화,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.219,2018
48,김용의,9.09,한화,0.000,1,0,0,0,0,0,2,0,0,0,0,0,0,0.217,2018
48,김용의,9.11,넥센,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.22,2018
48,김용의,9.12,넥센,0.250,4,0,1,0,0,0,0,0,0,0,0,0,0,0.221,2018
48,김용의,9.13,삼성,0.000,2,1,0,0,0,0,0,0,0,1,0,0,0,0.218,2018
48,김용의,9.14,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21600000000000005,2018
48,김용의,9.15,한화,0.000,2,1,0,0,0,0,1,0,0,2,0,0,0,0.213,2018
48,김용의,9.16,한화,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.209,2018
48,김용의,9.18,롯데,0.500,2,0,1,0,0,0,0,0,0,1,0,0,0,0.214,2018
48,김용의,9.19,롯데,0.333,3,0,1,0,0,0,1,0,0,1,0,1,0,0.21600000000000005,2018
48,김용의,9.2,두산,0.333,3,1,1,0,0,0,0,0,0,0,0,2,0,0.219,2018
48,김용의,9.21,두산,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.21600000000000005,2018
48,김용의,9.23,KT,1.000,2,0,2,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,9.25,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,9.26,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,2018
48,김용의,9.27,KIA,0.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0.224,2018
48,김용의,9.28,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.222,2018
48,김용의,9.29,두산,0.333,6,1,2,0,0,0,2,0,0,0,0,1,0,0.227,2018
48,김용의,10.02,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.225,2018
48,김용의,10.03,KT,0.500,4,0,2,0,0,0,0,0,1,0,0,2,0,0.232,2018
48,김용의,10.06,두산,0.250,4,0,1,0,0,0,0,0,0,0,0,0,0,0.233,2018
48,김용의,10.13,SK,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.233,2018
51,김응민,7.05,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2014
51,김응민,7.06,삼성,0.000,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2014
51,김응민,8.14,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2014
51,김응민,9.14,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2014
51,김응민,10.06,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2014
51,김응민,10.08,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2014
51,김응민,10.1,한화,1.000,1,0,1,0,0,0,1,0,0,0,0,0,0,0.333,2014
51,김응민,10.11,LG,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2014
51,김응민,10.15,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2014
51,김응민,10.16,SK,0.250,4,0,1,0,0,0,1,0,0,0,0,1,0,0.25,2014
51,김응민,10.17,NC,0.000,2,0,0,0,0,0,0,0,0,0,2,0,0,0.2,2014
51,김응민,9.03,NC,1.000,1,1,1,0,0,1,2,0,0,0,0,0,0,1.0,2015
51,김응민,9.08,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2015
51,김응민,9.2,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2015
51,김응민,9.25,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,2015
51,김응민,4.27,LG,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2018
52,김인태,6.05,SK,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2016
52,김인태,6.07,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2016
52,김인태,6.08,KT,1.000,1,0,1,0,0,0,1,0,0,0,0,0,0,0.2,2016
52,김인태,6.09,KT,1.000,1,0,1,0,0,0,1,0,0,0,0,0,0,0.333,2016
52,김인태,6.1,롯데,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.222,2016
52,김인태,6.11,롯데,0.000,2,0,0,0,0,0,0,0,0,1,0,0,0,0.182,2016
52,김인태,7.31,한화,1.000,1,0,1,1,0,0,1,0,0,0,0,0,0,0.25,2016
52,김인태,8.02,LG,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.231,2016
52,김인태,8.03,LG,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.214,2016
52,김인태,8.04,LG,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.188,2016
52,김인태,8.06,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,2016
52,김인태,8.07,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,2016
52,김인태,8.09,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.17600000000000002,2016
52,김인태,8.1,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16699999999999998,2016
52,김인태,4.01,한화,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2017
52,김인태,4.02,한화,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2017
52,김인태,4.06,KT,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2017
52,김인태,4.07,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2017
52,김인태,4.08,넥센,0.000,5,1,0,0,0,0,0,0,0,0,0,1,0,0.0,2017
52,김인태,4.09,넥센,0.250,4,1,1,0,0,1,2,0,0,0,0,0,0,0.083,2017
52,김인태,4.11,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.077,2017
52,김인태,4.13,KIA,0.250,4,0,1,0,0,0,0,0,0,0,0,1,0,0.118,2017
52,김인태,4.14,NC,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.105,2017
52,김인태,4.15,NC,0.000,3,1,0,0,0,0,0,0,0,0,0,1,0,0.091,2017
52,김인태,5.27,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,2017
52,김인태,7.18,SK,0.250,4,1,1,1,0,0,0,0,0,0,0,1,0,0.115,2017
52,김인태,7.19,SK,0.250,4,0,1,0,0,0,0,0,0,0,0,1,0,0.133,2017
52,김인태,7.2,SK,0.500,2,0,1,0,0,0,0,0,0,0,0,1,0,0.156,2017
52,김인태,7.22,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,2017
52,김인태,7.25,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,2017
52,김인태,7.27,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.152,2017
52,김인태,7.28,KIA,0.500,2,0,1,0,0,0,1,0,0,0,0,0,0,0.171,2017
52,김인태,7.29,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.16699999999999998,2017
52,김인태,8.01,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16699999999999998,2017
52,김인태,8.02,삼성,1.000,1,1,1,0,0,1,1,0,0,0,0,0,0,0.189,2017
52,김인태,8.03,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,2017
52,김인태,8.04,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,2017
52,김인태,8.05,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,2017
52,김인태,8.06,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,2017
52,김인태,8.11,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.184,2017
52,김인태,8.13,NC,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,2017
52,김인태,8.15,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.179,2017
52,김인태,8.19,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,2017
52,김인태,8.22,SK,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.175,2017
52,김인태,8.25,넥센,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.18600000000000005,2017
52,김인태,4.26,SK,0.500,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,2018
52,김인태,4.27,NC,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.2,2018
52,김인태,4.28,NC,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16699999999999998,2018
52,김인태,4.29,NC,0.667,3,2,2,1,0,0,0,0,0,0,0,1,0,0.333,2018
52,김인태,5.03,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3,2018
52,김인태,5.04,LG,0.333,3,0,1,1,0,0,1,0,0,1,0,0,0,0.308,2018
52,김인태,5.05,LG,0.000,4,0,0,0,0,0,0,0,0,0,0,2,0,0.235,2018
52,김인태,5.06,LG,0.250,4,1,1,0,0,0,1,0,0,1,0,1,0,0.238,2018
52,김인태,5.09,KIA,0.250,4,1,1,0,0,0,0,0,0,2,0,0,0,0.24,2018
52,김인태,5.13,넥센,1.000,1,0,1,1,0,0,0,0,0,0,0,0,0,0.269,2018
52,김인태,5.15,SK,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.259,2018
52,김인태,5.16,SK,0.500,2,0,1,0,0,0,0,0,0,0,0,1,0,0.276,2018
52,김인태,5.18,롯데,0.000,2,0,0,0,0,0,0,0,0,1,0,0,0,0.258,2018
52,김인태,5.19,롯데,0.250,4,0,1,0,0,0,0,0,0,0,0,1,0,0.257,2018
52,김인태,5.2,롯데,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.257,2018
52,김인태,5.22,한화,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.243,2018
52,김인태,5.23,한화,0.000,2,0,0,0,0,0,0,0,0,1,0,1,0,0.231,2018
52,김인태,6.1,NC,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.22,2018
52,김인태,6.12,KT,0.000,2,0,0,0,0,0,0,0,0,0,0,2,0,0.209,2018
52,김인태,6.15,한화,0.500,4,2,2,1,0,0,0,0,0,1,0,2,0,0.234,2018
52,김인태,6.16,한화,0.500,2,1,1,1,0,0,0,0,0,0,0,0,0,0.245,2018
52,김인태,6.17,한화,0.000,4,0,0,0,0,0,0,0,0,0,0,2,0,0.226,2018
52,김인태,6.19,넥센,0.750,4,2,3,0,0,1,2,0,0,0,0,1,0,0.263,2018
52,김인태,6.2,넥센,0.500,4,1,2,0,0,0,2,0,0,0,0,1,0,0.279,2018
52,김인태,8.04,KIA,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.262,2018
52,김인태,8.07,한화,0.333,3,1,1,0,0,0,0,0,0,1,0,0,0,0.265,2018
52,김인태,8.08,한화,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.254,2018
52,김인태,8.09,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,2018
52,김인태,8.1,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,2018
52,김인태,8.11,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,2018
52,김인태,8.15,SK,0.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0.26,2018
52,김인태,8.16,넥센,0.333,3,1,1,0,0,0,0,0,0,0,0,0,0,0.263,2018
52,김인태,9.04,KIA,0.333,3,0,1,1,0,0,1,0,0,0,0,0,0,0.266,2018
52,김인태,9.06,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.263,2018
52,김인태,9.07,삼성,0.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0.268,2018
52,김인태,9.08,SK,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0.277,2018
52,김인태,9.09,SK,0.000,3,0,0,0,0,0,1,0,0,0,0,0,0,0.267,2018
52,김인태,9.11,롯데,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.267,2018
52,김인태,9.12,롯데,0.333,3,2,1,0,0,0,0,0,0,1,0,0,0,0.27,2018
52,김인태,9.15,NC,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,2018
52,김인태,9.18,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.267,2018
52,김인태,9.3,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,2018
52,김인태,10.1,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,2018
52,김인태,10.11,SK,0.333,3,1,1,1,0,0,2,0,0,1,0,2,0,0.269,2018
52,김인태,10.13,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.266,2018
52,김인태,10.14,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.263,2018
54,김재성,9.01,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
54,김재성,9.02,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
54,김재성,9.04,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2015
54,김재성,9.05,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
54,김재성,9.06,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
54,김재성,9.08,한화,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
54,김재성,9.19,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2015
54,김재성,9.22,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
54,김재성,10.01,NC,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2015
55,김재율,7.21,넥센,0.500,2,0,1,0,0,0,1,0,0,0,0,0,1,0.5,2011
55,김재율,7.29,삼성,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.4,2011
55,김재율,8.02,SK,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.333,2011
55,김재율,8.03,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,2011
55,김재율,8.04,SK,0.000,2,0,0,0,0,0,0,0,0,0,0,1,1,0.25,2011
55,김재율,8.05,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2011
55,김재율,8.2,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2011
55,김재율,8.21,삼성,0.333,3,0,1,0,0,0,1,0,0,0,0,0,0,0.273,2011
55,김재율,8.23,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2011
55,김재율,8.24,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.231,2011
55,김재율,8.25,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.214,2011
55,김재율,8.26,한화,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2,2011
55,김재율,8.28,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2011
55,김재율,8.3,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2011
55,김재율,8.31,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2011
55,김재율,9.01,SK,0.500,2,1,1,1,0,0,1,0,0,2,0,0,0,0.235,2011
55,김재율,9.03,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,2011
55,김재율,9.04,롯데,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,2011
55,김재율,9.06,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,2011
55,김재율,9.07,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,2011
55,김재율,9.08,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,2011
55,김재율,9.1,삼성,0.500,2,0,1,1,0,0,1,0,0,0,0,1,0,0.263,2011
55,김재율,9.11,삼성,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.273,2011
55,김재율,9.14,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2011
55,김재율,9.15,SK,0.000,2,1,0,0,0,0,0,0,0,1,0,1,0,0.25,2011
55,김재율,4.07,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2012
55,김재율,4.08,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2012
55,김재율,4.11,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2012
55,김재율,4.12,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2012
55,김재율,4.18,한화,0.250,4,1,1,0,0,0,0,0,0,0,0,1,0,0.125,2012
55,김재율,4.19,한화,0.000,4,0,0,0,0,0,0,0,0,0,0,3,0,0.083,2012
55,김재율,4.24,넥센,0.000,2,0,0,0,0,0,1,0,0,1,0,0,0,0.071,2012
55,김재율,4.27,롯데,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0.067,2012
55,김재율,4.29,롯데,0.000,3,0,0,0,0,0,0,0,0,0,0,0,1,0.056,2012
55,김재율,5.01,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,2012
55,김재율,5.02,한화,0.250,4,1,1,0,0,1,2,0,0,0,0,0,0,0.091,2012
55,김재율,5.03,한화,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.083,2012
55,김재율,5.05,두산,0.000,2,0,0,0,0,0,1,0,0,1,0,0,0,0.077,2012
55,김재율,5.06,두산,0.250,4,0,1,0,0,0,1,0,0,0,0,2,0,0.1,2012
55,김재율,5.08,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.097,2012
55,김재율,5.09,넥센,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.08800000000000001,2012
55,김재율,6.21,한화,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.086,2012
55,김재율,6.22,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.083,2012
55,김재율,10.06,두산,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.083,2012
55,김재율,10.06,KIA,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2015
55,김재율,5.3,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2017
55,김재율,5.31,넥센,0.750,4,1,3,1,0,0,1,0,0,0,0,0,0,0.6,2017
55,김재율,6.01,넥센,0.333,3,0,1,0,0,0,1,0,0,0,0,1,0,0.5,2017
55,김재율,6.02,NC,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.444,2017
55,김재율,6.03,NC,0.250,4,1,1,1,0,0,0,0,0,0,0,1,0,0.385,2017
55,김재율,6.04,NC,0.500,4,1,2,0,0,1,1,0,1,0,0,0,0,0.412,2017
55,김재율,6.07,KT,0.200,5,1,1,0,0,0,0,0,0,0,0,2,0,0.364,2017
55,김재율,6.08,KT,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.32,2017
55,김재율,6.09,SK,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,2017
55,김재율,6.1,SK,0.333,3,1,1,0,0,0,0,0,0,0,0,1,0,0.29,2017
55,김재율,6.11,SK,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.281,2017
55,김재율,6.14,두산,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2017
55,김재율,6.15,두산,0.500,4,2,2,0,0,0,0,0,0,1,0,0,0,0.297,2017
55,김재율,6.16,KIA,0.400,5,1,2,1,0,0,1,0,0,0,0,2,0,0.31,2017
55,김재율,6.17,KIA,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0.326,2017
55,김재율,6.18,KIA,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.311,2017
55,김재율,6.21,삼성,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.28600000000000003,2017
55,김재율,6.23,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,2017
55,김재율,6.24,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28,2017
55,김재율,6.25,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.275,2017
55,김재율,6.27,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,1,0.269,2017
55,김재율,6.28,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.264,2017
55,김재율,6.3,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.259,2017
55,김재율,7.01,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.255,2017
55,김재율,7.02,KIA,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.246,2017
55,김재율,7.05,NC,1.000,1,0,1,1,0,0,1,0,0,0,0,0,0,0.259,2017
55,김재율,7.08,한화,0.250,4,0,1,1,0,0,0,0,0,0,0,1,0,0.258,2017
55,김재율,7.09,한화,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.262,2017
55,김재율,7.12,SK,1.000,1,1,1,0,0,1,3,0,0,1,0,0,0,0.273,2017
55,김재율,7.13,SK,0.500,4,0,2,1,0,0,3,0,0,0,0,0,0,0.28600000000000003,2017
55,김재율,7.18,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,2017
55,김재율,7.19,KT,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0.29600000000000004,2017
55,김재율,7.2,KT,0.400,5,0,2,0,0,0,2,0,0,0,0,1,0,0.303,2017
55,김재율,7.21,삼성,0.400,5,2,2,0,0,1,1,0,0,1,0,2,0,0.309,2017
55,김재율,7.25,넥센,0.333,3,0,1,0,0,0,0,0,0,0,0,0,0,0.31,2017
55,김재율,7.29,한화,0.200,5,1,1,0,0,0,1,0,0,0,0,0,1,0.303,2017
55,김재율,7.3,한화,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2017
55,김재율,8.03,롯데,0.250,4,0,1,0,0,0,0,0,0,0,0,1,1,0.298,2017
55,김재율,8.04,두산,0.000,2,0,0,0,0,0,0,0,0,0,0,0,1,0.292,2017
55,김재율,8.05,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,2017
55,김재율,8.23,NC,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,2017
55,김재율,8.24,롯데,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.292,2017
55,김재율,8.25,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.289,2017
55,김재율,8.26,두산,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,2017
55,김재율,8.27,두산,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.28300000000000003,2017
55,김재율,8.29,한화,0.000,1,0,0,0,0,0,0,0,0,1,0,1,0,0.28,2017
55,김재율,8.3,한화,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,2017
55,김재율,8.31,넥센,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0.287,2017
55,김재율,9.01,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.284,2017
55,김재율,9.02,NC,0.000,1,0,0,0,0,0,0,0,0,0,0,0,1,0.282,2017
55,김재율,9.03,NC,0.500,4,0,2,0,0,0,0,0,0,0,0,1,0,0.29,2017
55,김재율,9.05,KIA,0.500,2,0,1,0,0,0,1,0,0,0,0,1,0,0.294,2017
